文件名,特征,特征面数,打标签数量,准确率(%)
GFR_00085 , contact ,206,202,98.05825243
GFR_01726 , rib ,103,101,98.05825243
GFR_01817 , rib ,103,101,98.05825243
GFR_01599 , contact ,360,353,98.05555556
GFR_01796 , rib ,308,302,98.05194805
GFR_00945 , rib ,308,302,98.05194805
GFR_00948 , contact ,205,201,98.04878049
GFR_01412 , rib ,256,251,98.046875
GFR_02726 , rib ,51,50,98.03921569
GFR_00154 , clip ,102,100,98.03921569
GFR_02229 , clip ,102,100,98.03921569
GFR_01828 , contact ,153,150,98.03921569
GFR_02834 , clip ,102,100,98.03921569
GFR_02119 , clip ,153,150,98.03921569
GFR_00443 , rib ,102,100,98.03921569
GFR_02418 , rib ,51,50,98.03921569
GFR_02726 , rib ,51,50,98.03921569
GFR_03141 , rib ,102,100,98.03921569
GFR_02106 , rib ,661,648,98.0332829
GFR_01716 , contact ,152,149,98.02631579
GFR_01772 , rib ,152,149,98.02631579
GFR_00052 , clip ,252,247,98.01587302
GFR_02383 , contact ,503,493,98.01192843
GFR_00473 , rib ,451,442,98.00443459
GFR_02223 , rib ,100,98,98.0
GFR_02541 , clip ,100,98,98.0
GFR_01096 , contact ,50,49,98.0
GFR_01671 , rib ,150,147,98.0
GFR_01093 , boss ,50,49,98.0
GFR_01658 , contact ,50,49,98.0
GFR_02175 , clip ,50,49,98.0
GFR_01099 , contact ,50,49,98.0
GFR_00025 , clip ,250,245,98.0
GFR_01634 , contact ,300,294,98.0
GFR_01806 , rib ,199,195,97.98994975
GFR_02123 , clip ,198,194,97.97979798
GFR_01477 , contact ,99,97,97.97979798
GFR_01800 , rib ,494,484,97.9757085
GFR_00978 , clip ,148,145,97.97297297
GFR_02051 , contact ,147,144,97.95918367
GFR_02406 , contact ,98,96,97.95918367
GFR_01209 , rib ,147,144,97.95918367
GFR_02245 , rib ,49,48,97.95918367
GFR_02174 , clip ,49,48,97.95918367
GFR_02107 , rib ,587,575,97.95570698
GFR_00971 , rib ,488,478,97.95081967
GFR_02076 , clip ,536,525,97.94776119
GFR_02944 , clip ,536,525,97.94776119
GFR_02458 , boss ,146,143,97.94520548
GFR_01474 , contact ,146,143,97.94520548
GFR_02149 , rib ,146,143,97.94520548
GFR_02725 , rib ,194,190,97.93814433
GFR_00086 , clip ,194,190,97.93814433
GFR_01981 , rib ,193,189,97.92746114
GFR_00058 , rib ,48,47,97.91666667
GFR_02699 , contact ,48,47,97.91666667
GFR_00197 , rib ,48,47,97.91666667
GFR_01005 , clip ,575,563,97.91304348
GFR_00122 , rib ,862,844,97.91183295
GFR_02361 , rib ,239,234,97.90794979
GFR_02050 , contact ,143,140,97.9020979
GFR_01087 , clip ,95,93,97.89473684
GFR_01249 , clip ,284,278,97.88732394
GFR_00523 , rib ,283,277,97.87985866
GFR_00940 , rib ,94,92,97.87234043
GFR_00388 , clip ,47,46,97.87234043
GFR_00059 , rib ,47,46,97.87234043
GFR_00941 , rib ,94,92,97.87234043
GFR_02746 , clip ,281,275,97.86476868
GFR_00209 , clip ,327,320,97.85932722
GFR_01648 , contact ,140,137,97.85714286
GFR_02343 , clip ,326,319,97.85276074
GFR_00948 , rib ,186,182,97.84946237
GFR_00039 , rib ,93,91,97.84946237
GFR_02747 , clip ,278,272,97.84172662
GFR_02386 , contact ,46,45,97.82608696
GFR_00365 , clip ,184,180,97.82608696
GFR_03003 , clip ,138,135,97.82608696
GFR_01192 , rib ,92,90,97.82608696
GFR_00997 , boss ,46,45,97.82608696
GFR_01497 , rib ,184,180,97.82608696
GFR_01498 , rib ,184,180,97.82608696
GFR_01958 , boss ,46,45,97.82608696
GFR_02996 , rib ,46,45,97.82608696
GFR_02261 , rib ,46,45,97.82608696
GFR_02737 , rib ,46,45,97.82608696
GFR_01872 , clip ,184,180,97.82608696
GFR_02053 , rib ,550,538,97.81818182
GFR_02731 , rib ,320,313,97.8125
GFR_02160 , contact ,274,268,97.81021898
GFR_00875 , rib ,137,134,97.81021898
GFR_01561 , rib ,318,311,97.79874214
GFR_02079 , rib ,318,311,97.79874214
GFR_02052 , rib ,136,133,97.79411765
GFR_01055 , contact ,272,266,97.79411765
GFR_01150 , rib ,226,221,97.78761062
GFR_00171 , contact ,45,44,97.77777778
GFR_02270 , rib ,45,44,97.77777778
GFR_02454 , rib ,90,88,97.77777778
GFR_03216 , contact ,90,88,97.77777778
GFR_01969 , rib ,90,88,97.77777778
GFR_02296 , clip ,90,88,97.77777778
GFR_00122 , boss ,224,219,97.76785714
GFR_01462 , contact ,626,612,97.76357827
GFR_01647 , contact ,134,131,97.76119403
GFR_00263 , rib ,267,261,97.75280899
GFR_01788 , rib ,178,174,97.75280899
GFR_00253 , rib ,178,174,97.75280899
GFR_02409 , clip ,178,174,97.75280899
GFR_02127 , clip ,133,130,97.7443609
GFR_01989 , boss ,177,173,97.74011299
GFR_00558 , contact ,353,345,97.73371105
GFR_01878 , contact ,132,129,97.72727273
GFR_00268 , rib ,352,344,97.72727273
GFR_02232 , clip ,88,86,97.72727273
GFR_02310 , contact ,44,43,97.72727273
GFR_01958 , clip ,396,387,97.72727273
GFR_01011 , clip ,572,559,97.72727273
GFR_00998 , boss ,44,43,97.72727273
GFR_02004 , boss ,176,172,97.72727273
GFR_01060 , rib ,176,172,97.72727273
GFR_01578 , clip ,438,428,97.71689498
GFR_01799 , rib ,657,642,97.71689498
GFR_01579 , rib ,612,598,97.7124183
GFR_00021 , clip ,174,170,97.70114943
GFR_00177 , contact ,130,127,97.69230769
GFR_02211 , rib ,260,254,97.69230769
GFR_01259 , clip ,693,677,97.69119769
GFR_01992 , rib ,303,296,97.68976898
GFR_00024 , clip ,346,338,97.68786127
GFR_02337 , contact ,173,169,97.68786127
GFR_01827 , clip ,216,211,97.68518519
GFR_01831 , clip ,216,211,97.68518519
GFR_01785 , rib ,302,295,97.68211921
GFR_02335 , clip ,690,674,97.68115942
GFR_00310 , rib ,86,84,97.6744186
GFR_00604 , clip ,301,294,97.6744186
GFR_01480 , rib ,43,42,97.6744186
GFR_00641 , contact ,43,42,97.6744186
GFR_00604 , clip ,301,294,97.6744186
GFR_03193 , clip ,86,84,97.6744186
GFR_00917 , rib ,43,42,97.6744186
GFR_00439 , contact ,43,42,97.6744186
GFR_01787 , clip ,86,84,97.6744186
GFR_01969 , contact ,86,84,97.6744186
GFR_01775 , rib ,86,84,97.6744186
GFR_00169 , rib ,513,501,97.66081871
GFR_02942 , clip ,1452,1418,97.6584022
GFR_02074 , clip ,1452,1418,97.6584022
GFR_02908 , rib ,128,125,97.65625
GFR_02821 , rib ,682,666,97.65395894
GFR_01775 , contact ,85,83,97.64705882
GFR_02994 , rib ,85,83,97.64705882
GFR_03040 , rib ,85,83,97.64705882
GFR_01743 , contact ,85,83,97.64705882
GFR_01001 , rib ,85,83,97.64705882
GFR_02124 , rib ,85,83,97.64705882
GFR_02121 , rib ,85,83,97.64705882
GFR_00078 , rib ,169,165,97.63313609
GFR_01920 , contact ,716,699,97.62569832
GFR_01346 , rib ,168,164,97.61904762
GFR_02632 , contact ,84,82,97.61904762
GFR_00555 , rib ,84,82,97.61904762
GFR_00760 , contact ,42,41,97.61904762
GFR_00416 , rib ,84,82,97.61904762
GFR_01231 , boss ,42,41,97.61904762
GFR_02024 , boss ,84,82,97.61904762
GFR_01855 , rib ,209,204,97.6076555
GFR_02300 , rib ,334,326,97.60479042
GFR_01674 , rib ,292,285,97.60273973
GFR_01888 , rib ,125,122,97.6
GFR_01170 , contact ,83,81,97.59036145
GFR_01162 , rib ,83,81,97.59036145
GFR_01634 , boss ,166,162,97.59036145
GFR_01308 , clip ,165,161,97.57575758
GFR_00890 , rib ,1319,1287,97.57391964
GFR_01622 , rib ,288,281,97.56944444
GFR_00922 , clip ,288,281,97.56944444
GFR_01444 , rib ,82,80,97.56097561
GFR_01728 , rib ,328,320,97.56097561
GFR_01490 , rib ,41,40,97.56097561
GFR_01631 , rib ,41,40,97.56097561
GFR_01664 , contact ,123,120,97.56097561
GFR_02196 , clip ,82,80,97.56097561
GFR_00064 , contact ,41,40,97.56097561
GFR_02239 , boss ,407,397,97.54299754
GFR_00536 , rib ,81,79,97.5308642
GFR_01352 , clip ,283,276,97.52650177
GFR_02269 , rib ,121,118,97.52066116
GFR_02142 , clip ,322,314,97.51552795
GFR_02198 , clip ,161,157,97.51552795
GFR_00057 , rib ,120,117,97.5
GFR_02338 , clip ,160,156,97.5
GFR_03091 , clip ,80,78,97.5
GFR_02331 , rib ,160,156,97.5
GFR_00199 , boss ,40,39,97.5
GFR_02140 , rib ,160,156,97.5
GFR_01805 , rib ,199,194,97.48743719
GFR_00884 , clip ,159,155,97.48427673
GFR_01957 , clip ,397,387,97.48110831
GFR_00920 , rib ,833,812,97.4789916
GFR_02233 , clip ,119,116,97.4789916
GFR_01982 , clip ,713,695,97.47545582
GFR_02326 , contact ,79,77,97.46835443
GFR_01633 , contact ,316,308,97.46835443
GFR_00072 , rib ,79,77,97.46835443
GFR_01034 , rib ,552,538,97.46376812
GFR_01010 , boss ,197,192,97.46192893
GFR_01731 , boss ,470,458,97.44680851
GFR_01963 , rib ,313,305,97.44408946
GFR_03067 , boss ,78,76,97.43589744
GFR_00914 , contact ,156,152,97.43589744
GFR_02155 , clip ,39,38,97.43589744
GFR_03075 , boss ,78,76,97.43589744
GFR_01487 , rib ,39,38,97.43589744
GFR_01670 , boss ,195,190,97.43589744
GFR_00262 , rib ,272,265,97.42647059
GFR_02412 , clip ,232,226,97.4137931
GFR_02139 , boss ,193,188,97.40932642
GFR_00914 , boss ,231,225,97.4025974
GFR_01797 , rib ,308,300,97.4025974
GFR_02568 , clip ,77,75,97.4025974
GFR_01651 , contact ,154,150,97.4025974
GFR_02582 , clip ,77,75,97.4025974
GFR_02397 , clip ,230,224,97.39130435
GFR_00211 , contact ,115,112,97.39130435
GFR_03124 , contact ,38,37,97.36842105
GFR_03029 , rib ,76,74,97.36842105
GFR_02031 , boss ,76,74,97.36842105
GFR_01972 , rib ,38,37,97.36842105
GFR_01997 , rib ,304,296,97.36842105
GFR_01422 , rib ,38,37,97.36842105
GFR_01953 , rib ,378,368,97.35449735
GFR_00153 , rib ,151,147,97.35099338
GFR_02127 , rib ,151,147,97.35099338
GFR_01967 , rib ,1094,1065,97.34917733
GFR_00055 , contact ,75,73,97.33333333
GFR_01936 , rib ,75,73,97.33333333
GFR_01936 , rib ,75,73,97.33333333
GFR_02530 , contact ,75,73,97.33333333
GFR_01936 , boss ,75,73,97.33333333
GFR_00166 , contact ,225,219,97.33333333
GFR_00166 , contact ,225,219,97.33333333
GFR_02247 , boss ,410,399,97.31707317
GFR_02362 , clip ,149,145,97.31543624
GFR_02004 , contact ,149,145,97.31543624
GFR_01003 , rib ,74,72,97.2972973
GFR_00458 , contact ,37,36,97.2972973
GFR_01937 , rib ,74,72,97.2972973
GFR_02724 , rib ,74,72,97.2972973
GFR_01821 , boss ,37,36,97.2972973
GFR_02316 , clip ,148,144,97.2972973
GFR_00661 , boss ,74,72,97.2972973
GFR_00254 , contact ,37,36,97.2972973
GFR_00308 , rib ,222,216,97.2972973
GFR_02026 , rib ,259,252,97.2972973
GFR_00447 , contact ,37,36,97.2972973
GFR_00445 , contact ,37,36,97.2972973
GFR_01830 , boss ,37,36,97.2972973
GFR_00543 , rib ,37,36,97.2972973
GFR_01598 , rib ,147,143,97.27891156
GFR_00918 , boss ,147,143,97.27891156
GFR_00093 , boss ,110,107,97.27272727
GFR_01296 , clip ,146,142,97.26027397
GFR_02530 , boss ,73,71,97.26027397
GFR_03071 , clip ,73,71,97.26027397
GFR_02178 , boss ,328,319,97.25609756
GFR_02058 , boss ,326,317,97.2392638
GFR_01974 , contact ,36,35,97.22222222
GFR_01083 , rib ,72,70,97.22222222
GFR_00950 , contact ,144,140,97.22222222
GFR_01820 , contact ,72,70,97.22222222
GFR_02980 , rib ,72,70,97.22222222
GFR_00918 , rib ,143,139,97.2027972
GFR_03087 , clip ,392,381,97.19387755
GFR_02845 , clip ,106,103,97.16981132
GFR_02537 , rib ,141,137,97.16312057
GFR_02022 , contact ,246,239,97.15447154
GFR_01981 , boss ,70,68,97.14285714
GFR_01973 , rib ,35,34,97.14285714
GFR_01249 , rib ,35,34,97.14285714
GFR_02842 , clip ,35,34,97.14285714
GFR_01659 , rib ,174,169,97.12643678
GFR_00410 , clip ,104,101,97.11538462
GFR_01385 , rib ,104,101,97.11538462
GFR_02389 , clip ,208,202,97.11538462
GFR_02245 , contact ,69,67,97.10144928
GFR_02196 , contact ,69,67,97.10144928
GFR_00937 , clip ,207,201,97.10144928
GFR_00949 , rib ,69,67,97.10144928
GFR_01266 , clip ,69,67,97.10144928
GFR_01649 , rib ,276,268,97.10144928
GFR_00270 , rib ,310,301,97.09677419
GFR_00005 , clip ,413,401,97.09443099
GFR_01456 , contact ,172,167,97.09302326
GFR_01823 , rib ,103,100,97.08737864
GFR_03192 , rib ,103,100,97.08737864
GFR_00077 , rib ,171,166,97.07602339
GFR_01125 , contact ,68,66,97.05882353
GFR_01577 , contact ,68,66,97.05882353
GFR_00313 , boss ,34,33,97.05882353
GFR_02250 , clip ,34,33,97.05882353
GFR_02243 , clip ,34,33,97.05882353
GFR_03009 , rib ,339,329,97.05014749
GFR_01474 , rib ,508,493,97.04724409
GFR_00841 , clip ,169,164,97.04142012
GFR_02463 , rib ,507,492,97.04142012
GFR_00049 , boss ,135,131,97.03703704
GFR_02260 , rib ,235,228,97.0212766
GFR_00605 , clip ,302,293,97.01986755
GFR_03079 , rib ,201,195,97.01492537
GFR_02364 , boss ,100,97,97.0
GFR_01462 , boss ,133,129,96.9924812
GFR_01974 , clip ,99,96,96.96969697
GFR_00629 , contact ,33,32,96.96969697
GFR_01064 , rib ,33,32,96.96969697
GFR_00629 , contact ,33,32,96.96969697
GFR_01027 , rib ,66,64,96.96969697
GFR_01479 , contact ,132,128,96.96969697
GFR_02900 , rib ,131,127,96.94656489
GFR_02410 , clip ,262,254,96.94656489
GFR_00043 , clip ,98,95,96.93877551
GFR_01848 , clip ,163,158,96.93251534
GFR_02318 , clip ,326,316,96.93251534
GFR_01847 , clip ,163,158,96.93251534
GFR_03132 , rib ,130,126,96.92307692
GFR_02915 , rib ,130,126,96.92307692
GFR_03145 , rib ,130,126,96.92307692
GFR_01169 , boss ,65,63,96.92307692
GFR_00065 , boss ,129,125,96.89922481
GFR_02312 , boss ,258,250,96.89922481
GFR_01514 , rib ,160,155,96.875
GFR_01506 , rib ,128,124,96.875
GFR_01932 , boss ,192,186,96.875
GFR_00174 , contact ,32,31,96.875
GFR_03035 , rib ,192,186,96.875
GFR_00055 , rib ,223,216,96.86098655
GFR_01869 , clip ,127,123,96.8503937
GFR_00946 , contact ,127,123,96.8503937
GFR_01171 , rib ,222,215,96.84684685
GFR_02173 , clip ,190,184,96.84210526
GFR_02347 , rib ,190,184,96.84210526
GFR_01275 , clip ,190,184,96.84210526
GFR_02378 , rib ,95,92,96.84210526
GFR_01852 , clip ,284,275,96.83098592
GFR_01974 , rib ,63,61,96.82539683
GFR_02092 , rib ,252,244,96.82539683
GFR_01825 , rib ,63,61,96.82539683
GFR_01217 , contact ,63,61,96.82539683
GFR_03142 , rib ,94,91,96.80851064
GFR_02026 , contact ,313,303,96.80511182
GFR_00034 , clip ,125,121,96.8
GFR_02143 , clip ,125,121,96.8
GFR_03133 , clip ,467,452,96.78800857
GFR_02031 , clip ,280,271,96.78571429
GFR_00462 , contact ,31,30,96.77419355
GFR_02285 , contact ,124,120,96.77419355
GFR_00043 , contact ,93,90,96.77419355
GFR_00443 , boss ,62,60,96.77419355
GFR_02700 , clip ,62,60,96.77419355
GFR_01957 , boss ,62,60,96.77419355
GFR_01975 , rib ,62,60,96.77419355
GFR_01462 , rib ,93,90,96.77419355
GFR_01523 , clip ,124,120,96.77419355
GFR_01968 , rib ,93,90,96.77419355
GFR_02745 , rib ,309,299,96.76375405
GFR_00368 , contact ,154,149,96.75324675
GFR_02255 , boss ,154,149,96.75324675
GFR_00272 , rib ,61,59,96.72131148
GFR_01604 , rib ,61,59,96.72131148
GFR_02666 , clip ,152,147,96.71052632
GFR_02237 , clip ,243,235,96.70781893
GFR_00800 , boss ,151,146,96.68874172
GFR_02425 , clip ,241,233,96.68049793
GFR_00161 , clip ,120,116,96.66666667
GFR_01897 , rib ,60,58,96.66666667
GFR_02743 , contact ,30,29,96.66666667
GFR_00315 , contact ,60,58,96.66666667
GFR_00315 , contact ,60,58,96.66666667
GFR_03032 , clip ,30,29,96.66666667
GFR_02139 , rib ,658,636,96.65653495
GFR_03164 , rib ,239,231,96.65271967
GFR_02169 , clip ,179,173,96.64804469
GFR_02114 , rib ,268,259,96.64179104
GFR_01941 , rib ,238,230,96.63865546
GFR_01449 , contact ,119,115,96.63865546
GFR_01488 , rib ,208,201,96.63461538
GFR_00938 , clip ,208,201,96.63461538
GFR_01794 , boss ,59,57,96.61016949
GFR_02548 , clip ,295,285,96.61016949
GFR_02388 , contact ,118,114,96.61016949
GFR_00986 , rib ,59,57,96.61016949
GFR_00449 , rib ,59,57,96.61016949
GFR_00985 , rib ,59,57,96.61016949
GFR_00359 , clip ,382,369,96.59685864
GFR_01253 , contact ,176,170,96.59090909
GFR_01255 , contact ,176,170,96.59090909
GFR_00012 , rib ,176,170,96.59090909
GFR_01054 , clip ,293,283,96.58703072
GFR_00716 , rib ,117,113,96.58119658
GFR_02257 , rib ,234,226,96.58119658
GFR_00083 , rib ,175,169,96.57142857
GFR_01742 , boss ,319,308,96.55172414
GFR_01741 , boss ,319,308,96.55172414
GFR_02278 , contact ,116,112,96.55172414
GFR_00366 , contact ,116,112,96.55172414
GFR_01001 , contact ,29,28,96.55172414
GFR_01423 , clip ,58,56,96.55172414
GFR_02362 , contact ,29,28,96.55172414
GFR_02262 , rib ,58,56,96.55172414
GFR_01785 , clip ,317,306,96.52996845
GFR_00642 , clip ,144,139,96.52777778
GFR_00143 , rib ,144,139,96.52777778
GFR_01195 , clip ,144,139,96.52777778
GFR_02238 , contact ,316,305,96.51898734
GFR_00891 , contact ,86,83,96.51162791
GFR_02252 , rib ,258,249,96.51162791
GFR_01786 , clip ,86,83,96.51162791
GFR_01640 , contact ,286,276,96.5034965
GFR_00144 , clip ,400,386,96.5
GFR_01781 , contact ,171,165,96.49122807
GFR_02462 , contact ,57,55,96.49122807
GFR_03188 , contact ,142,137,96.47887324
GFR_00839 , clip ,169,163,96.44970414
GFR_00965 , rib ,56,54,96.42857143
GFR_01006 , boss ,28,27,96.42857143
GFR_01007 , boss ,28,27,96.42857143
GFR_01007 , boss ,28,27,96.42857143
GFR_02705 , contact ,28,27,96.42857143
GFR_02734 , rib ,56,54,96.42857143
GFR_02634 , rib ,84,81,96.42857143
GFR_01013 , boss ,28,27,96.42857143
GFR_02198 , contact ,140,135,96.42857143
GFR_01006 , boss ,28,27,96.42857143
GFR_01012 , boss ,28,27,96.42857143
GFR_00321 , contact ,28,27,96.42857143
GFR_02837 , rib ,56,54,96.42857143
GFR_01220 , rib ,56,54,96.42857143
GFR_02744 , rib ,307,296,96.41693811
GFR_00842 , clip ,139,134,96.4028777
GFR_00840 , clip ,139,134,96.4028777
GFR_01388 , contact ,111,107,96.3963964
GFR_02055 , rib ,55,53,96.36363636
GFR_01030 , contact ,110,106,96.36363636
GFR_00596 , contact ,165,159,96.36363636
GFR_02814 , rib ,220,212,96.36363636
GFR_02467 , rib ,164,158,96.34146341
GFR_00241 , contact ,109,105,96.33027523
GFR_02239 , rib ,162,156,96.2962963
GFR_01599 , clip ,54,52,96.2962963
GFR_01002 , contact ,27,26,96.2962963
GFR_03122 , rib ,27,26,96.2962963
GFR_01002 , contact ,27,26,96.2962963
GFR_01707 , contact ,108,104,96.2962963
GFR_02823 , clip ,270,260,96.2962963
GFR_02007 , rib ,54,52,96.2962963
GFR_02253 , boss ,321,309,96.26168224
GFR_01708 , contact ,107,103,96.26168224
GFR_01362 , contact ,107,103,96.26168224
GFR_01755 , contact ,80,77,96.25
GFR_02994 , contact ,159,153,96.22641509
GFR_00099 , contact ,106,102,96.22641509
GFR_01818 , clip ,159,153,96.22641509
GFR_00987 , clip ,159,153,96.22641509
GFR_00050 , clip ,265,255,96.22641509
GFR_00090 , contact ,53,51,96.22641509
GFR_01824 , clip ,159,153,96.22641509
GFR_01959 , clip ,472,454,96.18644068
GFR_02322 , rib ,26,25,96.15384615
GFR_00515 , rib ,156,150,96.15384615
GFR_00369 , clip ,26,25,96.15384615
GFR_02796 , clip ,26,25,96.15384615
GFR_03116 , rib ,52,50,96.15384615
GFR_02497 , rib ,104,100,96.15384615
GFR_02089 , rib ,52,50,96.15384615
GFR_02322 , rib ,26,25,96.15384615
GFR_01443 , clip ,26,25,96.15384615
GFR_01204 , clip ,208,200,96.15384615
GFR_02332 , contact ,182,175,96.15384615
GFR_02438 , contact ,181,174,96.13259669
GFR_02976 , rib ,362,348,96.13259669
GFR_02181 , clip ,103,99,96.11650485
GFR_00506 , rib ,410,394,96.09756098
GFR_01984 , rib ,51,49,96.07843137
GFR_01603 , contact ,178,171,96.06741573
GFR_02238 , rib ,127,122,96.06299213
GFR_01347 , contact ,76,73,96.05263158
GFR_00326 , rib ,76,73,96.05263158
GFR_02817 , contact ,253,243,96.04743083
GFR_02887 , contact ,100,96,96.0
GFR_02965 , rib ,50,48,96.0
GFR_00413 , rib ,75,72,96.0
GFR_00335 , rib ,125,120,96.0
GFR_02700 , rib ,450,432,96.0
GFR_01664 , rib ,174,167,95.97701149
GFR_02338 , rib ,123,118,95.93495935
GFR_00359 , contact ,49,47,95.91836735
GFR_02312 , rib ,196,188,95.91836735
GFR_01313 , clip ,146,140,95.89041096
GFR_03048 , rib ,316,303,95.88607595
GFR_02335 , rib ,363,348,95.8677686
GFR_02247 , rib ,169,162,95.85798817
GFR_03002 , contact ,193,185,95.85492228
GFR_01002 , boss ,24,23,95.83333333
GFR_01170 , boss ,24,23,95.83333333
GFR_02395 , contact ,96,92,95.83333333
GFR_01002 , boss ,24,23,95.83333333
GFR_03098 , contact ,48,46,95.83333333
GFR_00416 , contact ,48,46,95.83333333
GFR_01633 , boss ,168,161,95.83333333
GFR_01942 , clip ,333,319,95.7957958
GFR_01776 , contact ,95,91,95.78947368
GFR_02882 , contact ,71,68,95.77464789
GFR_01087 , boss ,71,68,95.77464789
GFR_02231 , clip ,94,90,95.74468085
GFR_02526 , contact ,141,135,95.74468085
GFR_01642 , contact ,305,292,95.73770492
GFR_00607 , contact ,70,67,95.71428571
GFR_02009 , clip ,140,134,95.71428571
GFR_00379 , rib ,70,67,95.71428571
GFR_00923 , contact ,93,89,95.69892473
GFR_02023 , clip ,207,198,95.65217391
GFR_02387 , rib ,92,88,95.65217391
GFR_00385 , contact ,46,44,95.65217391
GFR_00873 , contact ,46,44,95.65217391
GFR_01132 , rib ,69,66,95.65217391
GFR_01816 , boss ,46,44,95.65217391
GFR_02002 , clip ,115,110,95.65217391
GFR_02198 , rib ,457,437,95.62363239
GFR_00527 , contact ,68,65,95.58823529
GFR_02339 , contact ,181,173,95.5801105
GFR_02362 , rib ,203,194,95.56650246
GFR_00099 , boss ,45,43,95.55555556
GFR_03086 , clip ,202,193,95.54455446
GFR_02306 , contact ,157,150,95.54140127
GFR_01114 , clip ,112,107,95.53571429
GFR_02391 , clip ,44,42,95.45454545
GFR_00039 , contact ,374,357,95.45454545
GFR_00255 , contact ,66,63,95.45454545
GFR_00834 , contact ,22,21,95.45454545
GFR_00830 , rib ,44,42,95.45454545
GFR_03090 , rib ,110,105,95.45454545
GFR_00237 , rib ,372,355,95.43010753
GFR_02033 , rib ,87,83,95.40229885
GFR_01948 , rib ,87,83,95.40229885
GFR_03008 , boss ,43,41,95.34883721
GFR_01989 , clip ,43,41,95.34883721
GFR_02168 , contact ,129,123,95.34883721
GFR_00676 , clip ,43,41,95.34883721
GFR_00049 , rib ,579,552,95.33678756
GFR_01796 , boss ,150,143,95.33333333
GFR_02093 , rib ,64,61,95.3125
GFR_02276 , contact ,64,61,95.3125
GFR_02246 , rib ,128,122,95.3125
GFR_01727 , clip ,277,264,95.30685921
GFR_01893 , rib ,381,363,95.27559055
GFR_01726 , boss ,296,282,95.27027027
GFR_02022 , rib ,169,161,95.26627219
GFR_01850 , clip ,316,301,95.25316456
GFR_02335 , contact ,105,100,95.23809524
GFR_02054 , contact ,42,40,95.23809524
GFR_00769 , clip ,21,20,95.23809524
GFR_00831 , rib ,42,40,95.23809524
GFR_01195 , contact ,42,40,95.23809524
GFR_00454 , rib ,21,20,95.23809524
GFR_00642 , contact ,42,40,95.23809524
GFR_01778 , rib ,63,60,95.23809524
GFR_01427 , contact ,21,20,95.23809524
GFR_00386 , boss ,21,20,95.23809524
GFR_01811 , boss ,42,40,95.23809524
GFR_01420 , contact ,21,20,95.23809524
GFR_01812 , boss ,42,40,95.23809524
GFR_02029 , contact ,314,299,95.22292994
GFR_02393 , rib ,188,179,95.21276596
GFR_00247 , contact ,145,138,95.17241379
GFR_00274 , rib ,62,59,95.16129032
GFR_01528 , clip ,124,118,95.16129032
GFR_00270 , contact ,62,59,95.16129032
GFR_01259 , contact ,599,570,95.15859766
GFR_02163 , contact ,165,157,95.15151515
GFR_00536 , contact ,82,78,95.12195122
GFR_00369 , contact ,82,78,95.12195122
GFR_01472 , rib ,82,78,95.12195122
GFR_00412 , rib ,82,78,95.12195122
GFR_02830 , contact ,41,39,95.12195122
GFR_02973 , rib ,122,116,95.08196721
GFR_00616 , clip ,223,212,95.06726457
GFR_00616 , clip ,223,212,95.06726457
GFR_03133 , rib ,282,268,95.03546099
GFR_02114 , clip ,161,153,95.0310559
GFR_00599 , boss ,482,458,95.02074689
GFR_01870 , contact ,20,19,95.0
GFR_02389 , rib ,100,95,95.0
GFR_02567 , rib ,20,19,95.0
GFR_01871 , contact ,20,19,95.0
GFR_01099 , boss ,20,19,95.0
GFR_00254 , rib ,80,76,95.0
GFR_00554 , boss ,238,226,94.95798319
GFR_01975 , clip ,99,94,94.94949495
GFR_01670 , contact ,79,75,94.93670886
GFR_02178 , contact ,98,93,94.89795918
GFR_02062 , contact ,98,93,94.89795918
GFR_01263 , clip ,156,148,94.87179487
GFR_01255 , clip ,97,92,94.84536082
GFR_02973 , contact ,58,55,94.82758621
GFR_01718 , boss ,77,73,94.80519481
GFR_02530 , rib ,154,146,94.80519481
GFR_01804 , rib ,96,91,94.79166667
GFR_01461 , contact ,307,291,94.78827362
GFR_00925 , contact ,248,235,94.75806452
GFR_00030 , contact ,19,18,94.73684211
GFR_00011 , clip ,19,18,94.73684211
GFR_01472 , contact ,19,18,94.73684211
GFR_02334 , contact ,227,215,94.71365639
GFR_02388 , clip ,208,197,94.71153846
GFR_02025 , clip ,94,89,94.68085106
GFR_02267 , clip ,94,89,94.68085106
GFR_01797 , boss ,150,142,94.66666667
GFR_00826 , rib ,74,70,94.59459459
GFR_01253 , rib ,37,35,94.59459459
GFR_00879 , rib ,74,70,94.59459459
GFR_00880 , rib ,74,70,94.59459459
GFR_00478 , contact ,74,70,94.59459459
GFR_01641 , rib ,37,35,94.59459459
GFR_03053 , rib ,368,348,94.56521739
GFR_01620 , rib ,184,174,94.56521739
GFR_02918 , rib ,165,156,94.54545455
GFR_02879 , clip ,182,172,94.50549451
GFR_02323 , rib ,291,275,94.50171821
GFR_00382 , rib ,127,120,94.48818898
GFR_00944 , clip ,671,634,94.48584203
GFR_02997 , contact ,325,307,94.46153846
GFR_01729 , contact ,18,17,94.44444444
GFR_00151 , contact ,36,34,94.44444444
GFR_00641 , clip ,144,136,94.44444444
GFR_03084 , boss ,18,17,94.44444444
GFR_02141 , rib ,72,68,94.44444444
GFR_01925 , clip ,144,136,94.44444444
