文件名,特征,特征面数,打标签数量,准确率(%)
GFR_02913 , clip ,90,90,100.0
GFR_02912 , contact ,102,102,100.0
GFR_02911 , rib ,10,10,100.0
GFR_02911 , clip ,148,148,100.0
GFR_02910 , rib ,65,65,100.0
GFR_02910 , contact ,9,9,100.0
GFR_02909 , rib ,289,289,100.0
GFR_02915 , clip ,29,29,100.0
GFR_02909 , contact ,118,118,100.0
GFR_02909 , clip ,250,250,100.0
GFR_02908 , contact ,54,54,100.0
GFR_02907 , clip ,32,32,100.0
GFR_02906 , rib ,138,138,100.0
GFR_02906 , contact ,251,251,100.0
GFR_02905 , rib ,322,322,100.0
GFR_02914 , contact ,126,126,100.0
GFR_02915 , contact ,20,20,100.0
GFR_02928 , boss ,27,27,100.0
GFR_02925 , contact ,69,69,100.0
GFR_02928 , clip ,70,70,100.0
GFR_02927 , clip ,70,70,100.0
GFR_02927 , boss ,27,27,100.0
GFR_02926 , clip ,93,93,100.0
GFR_02926 , contact ,69,69,100.0
GFR_02926 , rib ,114,114,100.0
GFR_02925 , rib ,115,115,100.0
GFR_02925 , clip ,93,93,100.0
GFR_02917 , clip ,20,20,100.0
GFR_02921 , rib ,42,42,100.0
GFR_02921 , clip ,226,226,100.0
GFR_02920 , rib ,59,59,100.0
GFR_02920 , clip ,26,26,100.0
GFR_02919 , rib ,59,59,100.0
GFR_02919 , clip ,26,26,100.0
GFR_02917 , rib ,60,60,100.0
GFR_03091 , rib ,12,12,100.0
GFR_03092 , rib ,100,100,100.0
GFR_03092 , contact ,10,10,100.0
GFR_03223 , clip ,116,116,100.0
GFR_03226 , rib ,260,260,100.0
GFR_03226 , boss ,47,47,100.0
GFR_03225 , rib ,100,100,100.0
GFR_03225 , clip ,482,482,100.0
GFR_03224 , boss ,210,210,100.0
GFR_03223 , rib ,28,28,100.0
GFR_03223 , boss ,295,295,100.0
GFR_03222 , clip ,321,321,100.0
GFR_03228 , contact ,260,260,100.0
GFR_03222 , contact ,27,27,100.0
GFR_03222 , rib ,323,323,100.0
GFR_03221 , rib ,322,322,100.0
GFR_03221 , contact ,358,358,100.0
GFR_03220 , rib ,369,369,100.0
GFR_03220 , clip ,452,452,100.0
GFR_03220 , boss ,47,47,100.0
GFR_03227 , clip ,315,315,100.0
GFR_03228 , rib ,194,194,100.0
GFR_03219 , clip ,276,276,100.0
GFR_03232 , rib ,72,72,100.0
GFR_03234 , rib ,28,28,100.0
GFR_03234 , clip ,119,119,100.0
GFR_03234 , boss ,294,294,100.0
GFR_03233 , rib ,47,47,100.0
GFR_03233 , clip ,96,96,100.0
GFR_03233 , boss ,67,67,100.0
GFR_03232 , contact ,458,458,100.0
GFR_03232 , clip ,88,88,100.0
GFR_03229 , boss ,339,339,100.0
GFR_03231 , rib ,317,317,100.0
GFR_03231 , contact ,111,111,100.0
GFR_03231 , clip ,307,307,100.0
GFR_03230 , rib ,386,386,100.0
GFR_03230 , clip ,385,385,100.0
GFR_03229 , rib ,27,27,100.0
GFR_03229 , clip ,116,116,100.0
GFR_03219 , boss ,521,521,100.0
GFR_03219 , contact ,153,153,100.0
GFR_03235 , rib ,259,259,100.0
GFR_03206 , rib ,27,27,100.0
GFR_03209 , clip ,550,550,100.0
GFR_03208 , rib ,232,232,100.0
GFR_03208 , clip ,296,296,100.0
GFR_03208 , contact ,1190,1190,100.0
GFR_03208 , boss ,147,147,100.0
GFR_03207 , rib ,47,47,100.0
GFR_03207 , clip ,93,93,100.0
GFR_03205 , rib ,189,189,100.0
GFR_03209 , rib ,137,137,100.0
GFR_03204 , clip ,570,570,100.0
GFR_03204 , rib ,154,154,100.0
GFR_03203 , clip ,570,570,100.0
GFR_03203 , rib ,151,151,100.0
GFR_03202 , rib ,137,137,100.0
GFR_03202 , contact ,220,220,100.0
GFR_03201 , rib ,137,137,100.0
GFR_03209 , boss ,26,26,100.0
GFR_03210 , rib ,338,338,100.0
GFR_03219 , rib ,210,210,100.0
GFR_03214 , rib ,65,65,100.0
GFR_03218 , clip ,470,470,100.0
GFR_03218 , contact ,352,352,100.0
GFR_03217 , rib ,27,27,100.0
GFR_03217 , boss ,339,339,100.0
GFR_03216 , rib ,85,85,100.0
GFR_03215 , contact ,84,84,100.0
GFR_03215 , rib ,683,683,100.0
GFR_03214 , clip ,516,516,100.0
GFR_03210 , clip ,421,421,100.0
GFR_03213 , boss ,216,216,100.0
GFR_03212 , rib ,156,156,100.0
GFR_03212 , clip ,181,181,100.0
GFR_03212 , boss ,148,148,100.0
GFR_03211 , rib ,116,116,100.0
GFR_03211 , boss ,99,99,100.0
GFR_03211 , contact ,364,364,100.0
GFR_03235 , boss ,47,47,100.0
GFR_03236 , contact ,84,84,100.0
GFR_03200 , boss ,25,25,100.0
GFR_03262 , clip ,494,494,100.0
GFR_03265 , rib ,101,101,100.0
GFR_03265 , boss ,188,188,100.0
GFR_03265 , contact ,93,93,100.0
GFR_03264 , rib ,141,141,100.0
GFR_03264 , contact ,230,230,100.0
GFR_03264 , clip ,198,198,100.0
GFR_03264 , boss ,147,147,100.0
GFR_03262 , contact ,112,112,100.0
GFR_03267 , clip ,40,40,100.0
GFR_03262 , rib ,309,309,100.0
GFR_03261 , clip ,27,27,100.0
GFR_03261 , boss ,50,50,100.0
GFR_03260 , contact ,220,220,100.0
GFR_03260 , boss ,168,168,100.0
GFR_03259 , contact ,183,183,100.0
GFR_03259 , clip ,192,192,100.0
GFR_03267 , rib ,32,32,100.0
GFR_03268 , boss ,537,537,100.0
GFR_03257 , contact ,131,131,100.0
GFR_03272 , contact ,129,129,100.0
GFR_03275 , boss ,46,46,100.0
GFR_03275 , rib ,68,68,100.0
GFR_03274 , boss ,50,50,100.0
GFR_03274 , clip ,58,58,100.0
GFR_03274 , rib ,70,70,100.0
GFR_03273 , boss ,125,125,100.0
GFR_03272 , clip ,144,144,100.0
GFR_03270 , boss ,10,10,100.0
GFR_03268 , contact ,459,459,100.0
GFR_03270 , contact ,199,199,100.0
GFR_03270 , rib ,166,166,100.0
GFR_03269 , boss ,15,15,100.0
GFR_03269 , clip ,227,227,100.0
GFR_03269 , contact ,552,552,100.0
GFR_03269 , rib ,288,288,100.0
GFR_03268 , rib ,76,76,100.0
GFR_03257 , rib ,134,134,100.0
GFR_03257 , clip ,224,224,100.0
GFR_03236 , rib ,681,681,100.0
GFR_03240 , clip ,341,341,100.0
GFR_03245 , rib ,46,46,100.0
GFR_03243 , rib ,213,213,100.0
GFR_03243 , boss ,255,255,100.0
GFR_03243 , clip ,1187,1187,100.0
GFR_03242 , clip ,348,348,100.0
GFR_03241 , contact ,23,23,100.0
GFR_03241 , clip ,44,44,100.0
GFR_03239 , clip ,69,69,100.0
GFR_03246 , contact ,235,235,100.0
GFR_03239 , rib ,287,287,100.0
GFR_03239 , contact ,318,318,100.0
GFR_03238 , boss ,188,188,100.0
GFR_03238 , rib ,195,195,100.0
GFR_03238 , contact ,55,55,100.0
GFR_03237 , rib ,45,45,100.0
GFR_03237 , boss ,125,125,100.0
GFR_03245 , contact ,114,114,100.0
GFR_03246 , clip ,114,114,100.0
GFR_03257 , boss ,33,33,100.0
GFR_03253 , clip ,68,68,100.0
GFR_03256 , clip ,397,397,100.0
GFR_03255 , rib ,130,130,100.0
GFR_03255 , clip ,274,274,100.0
GFR_03254 , rib ,160,160,100.0
GFR_03254 , contact ,245,245,100.0
GFR_03254 , clip ,78,78,100.0
GFR_03253 , rib ,70,70,100.0
GFR_03253 , boss ,42,42,100.0
GFR_03249 , clip ,272,272,100.0
GFR_03252 , rib ,260,260,100.0
GFR_03252 , clip ,65,65,100.0
GFR_03251 , contact ,173,173,100.0
GFR_03251 , clip ,95,95,100.0
GFR_03250 , clip ,339,339,100.0
GFR_03249 , rib ,189,189,100.0
GFR_03249 , contact ,308,308,100.0
GFR_03200 , clip ,549,549,100.0
GFR_03200 , rib ,133,133,100.0
GFR_03093 , rib ,9,9,100.0
GFR_03127 , contact ,29,29,100.0
GFR_03129 , rib ,57,57,100.0
GFR_03129 , contact ,43,43,100.0
GFR_03129 , clip ,99,99,100.0
GFR_03129 , boss ,30,30,100.0
GFR_03128 , rib ,10,10,100.0
GFR_03128 , contact ,14,14,100.0
GFR_03128 , clip ,29,29,100.0
GFR_03127 , clip ,24,24,100.0
GFR_03134 , contact ,150,150,100.0
GFR_03127 , rib ,27,27,100.0
GFR_03126 , rib ,116,116,100.0
GFR_03125 , contact ,41,41,100.0
GFR_03124 , clip ,468,468,100.0
GFR_03120 , clip ,17,17,100.0
GFR_03119 , clip ,22,22,100.0
GFR_03118 , boss ,10,10,100.0
GFR_03132 , clip ,229,229,100.0
GFR_03135 , boss ,15,15,100.0
GFR_03117 , clip ,22,22,100.0
GFR_03140 , rib ,23,23,100.0
GFR_03146 , rib ,115,115,100.0
GFR_03145 , clip ,229,229,100.0
GFR_03144 , clip ,102,102,100.0
GFR_03143 , clip ,218,218,100.0
GFR_03142 , contact ,9,9,100.0
GFR_03142 , clip ,321,321,100.0
GFR_03141 , clip ,41,41,100.0
GFR_03140 , clip ,13,13,100.0
GFR_03135 , clip ,191,191,100.0
GFR_03139 , contact ,66,66,100.0
GFR_03139 , clip ,101,101,100.0
GFR_03138 , clip ,412,412,100.0
GFR_03138 , rib ,212,212,100.0
GFR_03137 , contact ,168,168,100.0
GFR_03137 , clip ,421,421,100.0
GFR_03136 , contact ,69,69,100.0
GFR_03117 , rib ,84,84,100.0
GFR_03117 , boss ,174,174,100.0
GFR_03147 , rib ,24,24,100.0
GFR_03098 , rib ,153,153,100.0
GFR_03106 , rib ,57,57,100.0
GFR_03105 , contact ,33,33,100.0
GFR_03104 , clip ,252,252,100.0
GFR_03103 , contact ,15,15,100.0
GFR_03103 , rib ,39,39,100.0
GFR_03101 , clip ,69,69,100.0
GFR_03101 , contact ,9,9,100.0
GFR_03098 , boss ,46,46,100.0
GFR_03108 , contact ,6,6,100.0
GFR_03098 , clip ,228,228,100.0
GFR_03096 , rib ,259,259,100.0
GFR_03096 , clip ,252,252,100.0
GFR_03096 , boss ,41,41,100.0
GFR_03095 , rib ,150,150,100.0
GFR_03095 , clip ,335,335,100.0
GFR_03093 , boss ,24,24,100.0
GFR_03107 , boss ,92,92,100.0
GFR_03108 , rib ,6,6,100.0
GFR_03117 , contact ,63,63,100.0
GFR_03112 , contact ,101,101,100.0
GFR_03115 , contact ,59,59,100.0
GFR_03115 , clip ,89,89,100.0
GFR_03114 , boss ,9,9,100.0
GFR_03114 , contact ,24,24,100.0
GFR_03113 , rib ,15,15,100.0
GFR_03113 , contact ,36,36,100.0
GFR_03112 , clip ,67,67,100.0
GFR_03112 , rib ,178,178,100.0
GFR_03108 , contact ,6,6,100.0
GFR_03110 , clip ,11,11,100.0
GFR_03110 , contact ,31,31,100.0
GFR_03110 , rib ,6,6,100.0
GFR_03109 , rib ,69,69,100.0
GFR_03109 , boss ,15,15,100.0
GFR_03109 , clip ,24,24,100.0
GFR_03108 , rib ,6,6,100.0
GFR_03147 , clip ,210,210,100.0
GFR_03148 , rib ,11,11,100.0
GFR_03199 , boss ,14,14,100.0
GFR_03183 , rib ,6,6,100.0
GFR_03187 , rib ,181,181,100.0
GFR_03186 , clip ,13,13,100.0
GFR_03186 , contact ,6,6,100.0
GFR_03186 , rib ,23,23,100.0
GFR_03185 , clip ,25,25,100.0
GFR_03184 , contact ,8,8,100.0
GFR_03184 , clip ,52,52,100.0
GFR_03183 , contact ,11,11,100.0
GFR_03189 , rib ,364,364,100.0
GFR_03183 , clip ,120,120,100.0
GFR_03181 , clip ,77,77,100.0
GFR_03181 , rib ,52,52,100.0
GFR_03181 , contact ,34,34,100.0
GFR_03179 , rib ,252,252,100.0
GFR_03179 , clip ,123,123,100.0
GFR_03178 , clip ,48,48,100.0
GFR_03189 , clip ,41,41,100.0
GFR_03190 , rib ,34,34,100.0
GFR_03176 , clip ,72,72,100.0
GFR_03197 , contact ,32,32,100.0
GFR_03199 , contact ,573,573,100.0
GFR_03199 , rib ,214,214,100.0
GFR_03198 , rib ,88,88,100.0
GFR_03198 , contact ,18,18,100.0
GFR_03198 , boss ,96,96,100.0
GFR_03197 , rib ,171,171,100.0
GFR_03197 , clip ,145,145,100.0
GFR_03196 , rib ,41,41,100.0
GFR_03190 , contact ,28,28,100.0
GFR_03195 , clip ,81,81,100.0
GFR_03193 , rib ,73,73,100.0
GFR_03193 , contact ,17,17,100.0
GFR_03192 , clip ,321,321,100.0
GFR_03191 , boss ,45,45,100.0
GFR_03191 , rib ,35,35,100.0
GFR_03190 , clip ,216,216,100.0
GFR_03177 , rib ,36,36,100.0
GFR_03176 , rib ,90,90,100.0
GFR_03148 , clip ,81,81,100.0
GFR_03157 , clip ,219,219,100.0
GFR_03162 , rib ,33,33,100.0
GFR_03162 , clip ,47,47,100.0
GFR_03161 , contact ,16,16,100.0
GFR_03160 , clip ,36,36,100.0
GFR_03159 , rib ,26,26,100.0
GFR_03158 , clip ,13,13,100.0
GFR_03158 , rib ,136,136,100.0
GFR_03157 , contact ,12,12,100.0
GFR_03163 , contact ,18,18,100.0
GFR_03156 , rib ,24,24,100.0
GFR_03155 , contact ,46,46,100.0
GFR_03155 , clip ,15,15,100.0
GFR_03152 , contact ,22,22,100.0
GFR_03150 , rib ,70,70,100.0
GFR_03150 , contact ,29,29,100.0
GFR_03149 , clip ,103,103,100.0
GFR_03163 , boss ,15,15,100.0
GFR_03163 , rib ,38,38,100.0
GFR_03174 , clip ,41,41,100.0
GFR_03171 , clip ,81,81,100.0
GFR_03174 , contact ,16,16,100.0
GFR_03173 , clip ,30,30,100.0
GFR_03173 , contact ,18,18,100.0
GFR_03173 , rib ,21,21,100.0
GFR_03173 , boss ,12,12,100.0
GFR_03172 , contact ,29,29,100.0
GFR_03172 , rib ,70,70,100.0
GFR_03171 , rib ,11,11,100.0
GFR_03163 , clip ,23,23,100.0
GFR_03170 , clip ,29,29,100.0
GFR_03169 , clip ,18,18,100.0
GFR_03167 , contact ,170,170,100.0
GFR_03166 , contact ,37,37,100.0
GFR_03166 , rib ,74,74,100.0
GFR_03165 , clip ,104,104,100.0
GFR_03164 , boss ,25,25,100.0
GFR_02845 , rib ,159,159,100.0
GFR_02845 , contact ,224,224,100.0
GFR_02844 , rib ,163,163,100.0
GFR_02352 , contact ,235,235,100.0
GFR_02357 , clip ,13,13,100.0
GFR_02356 , boss ,47,47,100.0
GFR_02356 , clip ,373,373,100.0
GFR_02355 , clip ,178,178,100.0
GFR_02354 , boss ,214,214,100.0
GFR_02354 , clip ,279,279,100.0
GFR_02354 , rib ,245,245,100.0
GFR_02352 , boss ,214,214,100.0
GFR_02357 , rib ,104,104,100.0
GFR_02352 , rib ,198,198,100.0
GFR_02351 , contact ,281,281,100.0
GFR_02351 , clip ,256,256,100.0
GFR_02350 , clip ,252,252,100.0
GFR_02350 , contact ,287,287,100.0
GFR_02349 , rib ,345,345,100.0
GFR_02349 , contact ,163,163,100.0
GFR_02357 , contact ,31,31,100.0
GFR_02358 , boss ,47,47,100.0
GFR_02347 , contact ,119,119,100.0
GFR_02364 , rib ,89,89,100.0
GFR_02368 , contact ,515,515,100.0
GFR_02368 , rib ,201,201,100.0
GFR_02367 , clip ,54,54,100.0
GFR_02366 , boss ,174,174,100.0
GFR_02366 , clip ,22,22,100.0
GFR_02366 , contact ,30,30,100.0
GFR_02365 , rib ,30,30,100.0
GFR_02363 , boss ,44,44,100.0
GFR_02359 , clip ,12,12,100.0
GFR_02363 , contact ,269,269,100.0
GFR_02361 , clip ,184,184,100.0
GFR_02360 , rib ,57,57,100.0
GFR_02360 , contact ,149,149,100.0
GFR_02360 , clip ,195,195,100.0
GFR_02359 , rib ,104,104,100.0
GFR_02359 , contact ,29,29,100.0
GFR_02348 , contact ,129,129,100.0
GFR_02346 , rib ,190,190,100.0
GFR_02370 , boss ,10,10,100.0
GFR_02329 , rib ,79,79,100.0
GFR_02336 , rib ,126,126,100.0
GFR_02334 , clip ,14,14,100.0
GFR_02334 , boss ,174,174,100.0
GFR_02333 , contact ,57,57,100.0
GFR_02333 , boss ,32,32,100.0
GFR_02332 , clip ,83,83,100.0
GFR_02331 , clip ,115,115,100.0
GFR_02328 , clip ,16,16,100.0
GFR_02336 , clip ,80,80,100.0
GFR_02328 , rib ,119,119,100.0
GFR_02327 , clip ,217,217,100.0
GFR_02327 , rib ,57,57,100.0
GFR_02326 , clip ,207,207,100.0
GFR_02326 , rib ,37,37,100.0
GFR_02324 , clip ,40,40,100.0
GFR_02323 , boss ,166,166,100.0
GFR_02336 , contact ,372,372,100.0
GFR_02336 , boss ,36,36,100.0
GFR_02346 , contact ,116,116,100.0
GFR_02341 , clip ,143,143,100.0
GFR_02345 , clip ,477,477,100.0
GFR_02345 , rib ,177,177,100.0
GFR_02345 , contact ,168,168,100.0
GFR_02344 , rib ,178,178,100.0
GFR_02344 , clip ,477,477,100.0
GFR_02343 , boss ,7,7,100.0
GFR_02342 , boss ,256,256,100.0
GFR_02341 , clip ,143,143,100.0
GFR_02337 , clip ,16,16,100.0
GFR_02341 , boss ,174,174,100.0
GFR_02341 , boss ,174,174,100.0
GFR_02340 , clip ,34,34,100.0
GFR_02340 , contact ,38,38,100.0
GFR_02340 , rib ,23,23,100.0
GFR_02338 , boss ,61,61,100.0
GFR_02337 , rib ,8,8,100.0
GFR_02369 , clip ,24,24,100.0
GFR_02370 , clip ,161,161,100.0
GFR_02322 , contact ,26,26,100.0
GFR_02403 , boss ,73,73,100.0
GFR_02406 , clip ,168,168,100.0
GFR_02404 , clip ,53,53,100.0
GFR_02404 , rib ,53,53,100.0
GFR_02404 , rib ,53,53,100.0
GFR_02404 , clip ,53,53,100.0
GFR_02403 , rib ,68,68,100.0
GFR_02403 , contact ,72,72,100.0
GFR_02402 , contact ,82,82,100.0
GFR_02407 , rib ,79,79,100.0
GFR_02402 , clip ,175,175,100.0
GFR_02401 , clip ,76,76,100.0
GFR_02401 , rib ,40,40,100.0
GFR_02400 , rib ,402,402,100.0
GFR_02400 , contact ,251,251,100.0
GFR_02400 , boss ,38,38,100.0
GFR_02399 , clip ,143,143,100.0
GFR_02407 , boss ,124,124,100.0
GFR_02409 , rib ,202,202,100.0
GFR_02398 , rib ,55,55,100.0
GFR_02415 , boss ,4,4,100.0
GFR_02419 , rib ,88,88,100.0
GFR_02418 , clip ,173,173,100.0
GFR_02418 , contact ,57,57,100.0
GFR_02418 , boss ,28,28,100.0
GFR_02416 , rib ,33,33,100.0
GFR_02416 , contact ,70,70,100.0
GFR_02416 , clip ,40,40,100.0
GFR_02415 , rib ,220,220,100.0
GFR_02409 , contact ,108,108,100.0
GFR_02415 , contact ,87,87,100.0
GFR_02415 , clip ,194,194,100.0
GFR_02414 , boss ,197,197,100.0
GFR_02414 , clip ,113,113,100.0
GFR_02412 , rib ,166,166,100.0
GFR_02412 , contact ,285,285,100.0
GFR_02411 , boss ,60,60,100.0
GFR_02399 , contact ,124,124,100.0
GFR_02397 , rib ,273,273,100.0
GFR_02370 , contact ,95,95,100.0
GFR_02376 , contact ,61,61,100.0
GFR_02381 , clip ,145,145,100.0
GFR_02380 , contact ,77,77,100.0
GFR_02378 , clip ,158,158,100.0
GFR_02378 , boss ,10,10,100.0
GFR_02377 , clip ,24,24,100.0
GFR_02377 , boss ,12,12,100.0
GFR_02376 , clip ,68,68,100.0
GFR_02376 , rib ,16,16,100.0
GFR_02382 , clip ,24,24,100.0
GFR_02375 , clip ,54,54,100.0
GFR_02373 , contact ,41,41,100.0
GFR_02373 , clip ,70,70,100.0
GFR_02373 , rib ,64,64,100.0
GFR_02373 , boss ,174,174,100.0
GFR_02372 , clip ,22,22,100.0
GFR_02371 , clip ,17,17,100.0
GFR_02381 , rib ,66,66,100.0
GFR_02382 , rib ,15,15,100.0
GFR_02397 , contact ,46,46,100.0
GFR_02391 , boss ,28,28,100.0
GFR_02397 , boss ,45,45,100.0
GFR_02396 , clip ,147,147,100.0
GFR_02395 , clip ,17,17,100.0
GFR_02394 , clip ,106,106,100.0
GFR_02393 , clip ,416,416,100.0
GFR_02392 , clip ,378,378,100.0
GFR_02391 , contact ,39,39,100.0
GFR_02389 , contact ,121,121,100.0
GFR_02383 , boss ,48,48,100.0
GFR_02387 , contact ,41,41,100.0
GFR_02386 , rib ,34,34,100.0
GFR_02385 , clip ,161,161,100.0
GFR_02384 , contact ,48,48,100.0
GFR_02384 , clip ,23,23,100.0
GFR_02384 , boss ,18,18,100.0
GFR_02383 , clip ,366,366,100.0
GFR_02323 , clip ,330,330,100.0
GFR_02322 , contact ,26,26,100.0
GFR_02420 , boss ,72,72,100.0
GFR_02224 , clip ,74,74,100.0
GFR_02228 , clip ,23,23,100.0
GFR_02227 , rib ,16,16,100.0
GFR_02227 , clip ,20,20,100.0
GFR_02226 , clip ,40,40,100.0
GFR_02225 , clip ,16,16,100.0
GFR_02224 , rib ,22,22,100.0
GFR_02224 , contact ,78,78,100.0
GFR_02224 , boss ,19,19,100.0
GFR_02228 , contact ,62,62,100.0
GFR_02223 , contact ,188,188,100.0
GFR_02222 , clip ,38,38,100.0
GFR_02222 , rib ,45,45,100.0
GFR_02222 , boss ,11,11,100.0
GFR_02220 , rib ,1,1,100.0
GFR_02220 , boss ,15,15,100.0
GFR_02217 , contact ,41,41,100.0
GFR_02228 , rib ,14,14,100.0
GFR_02229 , contact ,35,35,100.0
GFR_02216 , rib ,89,89,100.0
GFR_02235 , rib ,329,329,100.0
GFR_02242 , boss ,91,91,100.0
GFR_02238 , clip ,68,68,100.0
GFR_02237 , rib ,139,139,100.0
GFR_02237 , contact ,17,17,100.0
GFR_02236 , boss ,11,11,100.0
GFR_02236 , contact ,38,38,100.0
GFR_02235 , contact ,47,47,100.0
GFR_02234 , contact ,36,36,100.0
GFR_02229 , rib ,182,182,100.0
GFR_02234 , clip ,22,22,100.0
GFR_02234 , boss ,28,28,100.0
GFR_02233 , contact ,40,40,100.0
GFR_02232 , rib ,11,11,100.0
GFR_02231 , rib ,8,8,100.0
GFR_02230 , contact ,78,78,100.0
GFR_02230 , contact ,78,78,100.0
GFR_02216 , clip ,44,44,100.0
GFR_02215 , rib ,226,226,100.0
GFR_02245 , boss ,22,22,100.0
GFR_02200 , contact ,29,29,100.0
GFR_02204 , clip ,29,29,100.0
GFR_02203 , clip ,60,60,100.0
GFR_02203 , contact ,100,100,100.0
GFR_02202 , clip ,30,30,100.0
GFR_02201 , rib ,25,25,100.0
GFR_02201 , contact ,36,36,100.0
GFR_01335 , clip ,712,712,100.0
GFR_02200 , boss ,5,5,100.0
GFR_02204 , rib ,233,233,100.0
GFR_02199 , contact ,40,40,100.0
GFR_02199 , boss ,12,12,100.0
GFR_02199 , clip ,24,24,100.0
GFR_02199 , rib ,44,44,100.0
GFR_02198 , boss ,6,6,100.0
GFR_02197 , clip ,36,36,100.0
GFR_02195 , rib ,166,166,100.0
GFR_02204 , contact ,197,197,100.0
GFR_02205 , rib ,279,279,100.0
GFR_02215 , contact ,386,386,100.0
GFR_02211 , boss ,166,166,100.0
GFR_02215 , clip ,43,43,100.0
GFR_02214 , rib ,234,234,100.0
GFR_02214 , contact ,44,44,100.0
GFR_02214 , clip ,47,47,100.0
GFR_02213 , contact ,926,926,100.0
GFR_02212 , clip ,64,64,100.0
GFR_02211 , clip ,170,170,100.0
GFR_02210 , rib ,40,40,100.0
GFR_02205 , contact ,24,24,100.0
GFR_02210 , contact ,52,52,100.0
GFR_02208 , rib ,438,438,100.0
GFR_02207 , rib ,56,56,100.0
GFR_02207 , contact ,30,30,100.0
GFR_02206 , rib ,329,329,100.0
GFR_02206 , contact ,183,183,100.0
GFR_02206 , clip ,16,16,100.0
GFR_02244 , clip ,44,44,100.0
GFR_02246 , clip ,68,68,100.0
GFR_02320 , rib ,79,79,100.0
GFR_02290 , rib ,28,28,100.0
GFR_02293 , rib ,75,75,100.0
GFR_02293 , clip ,40,40,100.0
GFR_02292 , rib ,76,76,100.0
GFR_02292 , clip ,40,40,100.0
GFR_02291 , clip ,8,8,100.0
GFR_02291 , contact ,63,63,100.0
GFR_02290 , contact ,311,311,100.0
GFR_02288 , clip ,15,15,100.0
GFR_02294 , clip ,51,51,100.0
GFR_02288 , contact ,152,152,100.0
GFR_02287 , contact ,69,69,100.0
GFR_02287 , boss ,16,16,100.0
GFR_02285 , clip ,27,27,100.0
GFR_02285 , rib ,144,144,100.0
GFR_02284 , clip ,305,305,100.0
GFR_02283 , clip ,16,16,100.0
GFR_02294 , rib ,62,62,100.0
GFR_02294 , contact ,28,28,100.0
GFR_02282 , rib ,12,12,100.0
GFR_02310 , boss ,35,35,100.0
GFR_02319 , clip ,16,16,100.0
GFR_02319 , rib ,109,109,100.0
GFR_02316 , rib ,12,12,100.0
GFR_02315 , rib ,27,27,100.0
GFR_02314 , boss ,58,58,100.0
GFR_02312 , contact ,83,83,100.0
GFR_02312 , clip ,56,56,100.0
GFR_02309 , boss ,21,21,100.0
GFR_02295 , rib ,126,126,100.0
GFR_02306 , clip ,30,30,100.0
GFR_02304 , rib ,225,225,100.0
GFR_02304 , clip ,131,131,100.0
GFR_02303 , rib ,208,208,100.0
GFR_02303 , clip ,131,131,100.0
GFR_02296 , contact ,20,20,100.0
GFR_02296 , rib ,260,260,100.0
GFR_02283 , rib ,80,80,100.0
GFR_02282 , clip ,33,33,100.0
GFR_02251 , contact ,45,45,100.0
GFR_02263 , clip ,68,68,100.0
GFR_02268 , rib ,12,12,100.0
GFR_02268 , clip ,33,33,100.0
GFR_02267 , contact ,43,43,100.0
GFR_02266 , contact ,65,65,100.0
GFR_02265 , rib ,11,11,100.0
GFR_02265 , contact ,13,13,100.0
GFR_02263 , rib ,14,14,100.0
GFR_02263 , boss ,43,43,100.0
GFR_02269 , contact ,102,102,100.0
GFR_02260 , clip ,78,78,100.0
GFR_02259 , contact ,41,41,100.0
GFR_02258 , clip ,24,24,100.0
GFR_02258 , rib ,96,96,100.0
GFR_02256 , boss ,179,179,100.0
GFR_02255 , clip ,29,29,100.0
GFR_02253 , contact ,40,40,100.0
GFR_02269 , clip ,16,16,100.0
GFR_02271 , clip ,58,58,100.0
GFR_02281 , contact ,43,43,100.0
GFR_02275 , rib ,104,104,100.0
GFR_02281 , rib ,205,205,100.0
GFR_02280 , rib ,107,107,100.0
GFR_02280 , clip ,42,42,100.0
GFR_02279 , rib ,11,11,100.0
GFR_02279 , contact ,13,13,100.0
GFR_02276 , boss ,16,16,100.0
GFR_02275 , clip ,70,70,100.0
GFR_02275 , contact ,10,10,100.0
GFR_02271 , contact ,99,99,100.0
GFR_02274 , clip ,315,315,100.0
GFR_02274 , contact ,150,150,100.0
GFR_02273 , rib ,152,152,100.0
GFR_02273 , contact ,116,116,100.0
GFR_02273 , clip ,27,27,100.0
GFR_02272 , clip ,254,254,100.0
GFR_02272 , contact ,58,58,100.0
GFR_02419 , clip ,44,44,100.0
GFR_02420 , clip ,175,175,100.0
GFR_02844 , contact ,58,58,100.0
GFR_02754 , contact ,27,27,100.0
GFR_02768 , rib ,48,48,100.0
GFR_02768 , clip ,20,20,100.0
GFR_02766 , clip ,126,126,100.0
GFR_02766 , contact ,22,22,100.0
GFR_02766 , rib ,154,154,100.0
GFR_02761 , rib ,62,62,100.0
GFR_02758 , contact ,17,17,100.0
GFR_02754 , clip ,379,379,100.0
GFR_02769 , contact ,19,19,100.0
GFR_02753 , contact ,304,304,100.0
GFR_02753 , clip ,78,78,100.0
GFR_02752 , contact ,45,45,100.0
GFR_02751 , contact ,2489,2489,100.0
GFR_02751 , boss ,999,999,100.0
GFR_02751 , rib ,207,207,100.0
GFR_02751 , clip ,1795,1795,100.0
GFR_02769 , boss ,216,216,100.0
GFR_02769 , rib ,95,95,100.0
GFR_02749 , contact ,136,136,100.0
